customer_geo_code,store_geo_code,store_option_id,population,retail_market,drive_time,turnover,alpha,beta,is_open,baseline_turnover,baseline_drive_time,incremental_revenue,market_share
60880904,60880902,1,1180.24201298,3413911.83027,0.7284,2681395.59667,1,1.0,False,1988426.11772,6.9592,692969.478956,21.4568
60880905,60880902,1,2249.77521629,6223350.12597,0.9442,4861158.357,1,1.0,False,3393866.6511,7.5776,1467291.7059,21.8884
60881001,60880604,1,2029.90437798,5287879.22109,1.2092,4102421.30579,1,1.0,False,3814062.6761,3.9358,288358.629684,22.4184
60881002,60881505,1,1912.23612608,5136444.06703,1.8504,3919065.73159,1,1.0,False,3642231.94215,4.5452,276833.789436,23.7008
60881003,60881304,1,1546.71904732,4058620.80402,2.4774,3045800.09962,1,1.0,False,2743725.07042,5.3996,302075.029202,24.9548
60881004,60880604,1,3070.21274838,8423690.50148,1.823,6431824.6455,1,1.0,False,5913363.34251,4.9004,518461.302985,23.646
60881005,60880604,1,3047.82739509,7626733.47233,2.7654,5679567.40297,1,1.0,False,4803225.22007,6.1702,876342.182904,25.5308
60881101,60881505,1,3207.70396495,11242577.5557,0.8458,8803882.60264,1,1.0,False,7609696.01468,5.3856,1194186.58797,21.6916
60881102,60881304,1,3147.88485838,10060857.2093,1.4248,7761991.58042,1,1.0,False,7046060.9814,4.9828,715930.599015,22.8496
60881103,60881304,1,2600.01106248,7155184.92451,1.6304,5490831.66959,1,1.0,False,5045407.09767,4.743,445424.571921,23.2608
60881104,60881304,1,1784.05142653,5227337.31764,1.109,4065927.51241,1,1.0,False,3756824.60214,4.0656,309102.910267,22.218
60881105,60881304,1,2076.43980564,6058236.23348,2.2366,4575591.96359,1,1.0,False,4276751.28667,4.703,298840.676925,24.4732
60881201,60881304,1,2760.5023838,7482368.25791,1.6806,5734397.24444,1,1.0,False,5550121.47899,2.912,184275.765456,23.3612
60881202,60881304,1,1245.46238528,4055733.21434,0.7432,3184302.15297,1,1.0,False,2990373.2136,3.134,193928.939377,21.4864
60881203,60881304,1,1991.68504373,5640198.5768,1.2304,4373364.85486,1,1.0,False,4227870.29237,2.5202,145494.562487,22.4608
60881204,60883701,1,3625.3794978,10568657.8523,1.6892,8097874.74498,1,1.0,True,8097874.74498,1.6892,0.0,23.3784
60881301,60881505,1,2347.42881696,7053579.41584,1.076,5491070.50364,1,1.0,False,4954264.89578,4.8812,536805.607863,22.152
60881302,60881505,1,2414.88486413,8377917.57284,1.0892,6519829.50187,1,1.0,False,5903918.51358,4.765,615910.988285,22.1784
60881303,60881304,1,2211.66630447,6883443.05292,0.6472,5417655.15546,1,1.0,False,4918109.92622,4.2758,499545.229237,21.2944
60881304,60881304,1,1803.74616654,5827197.86243,0.0,4661758.28994,1,1.0,False,4237514.97676,3.6402,424243.313176,20.0
60881305,60881304,1,2390.53157737,8421443.24735,0.4404,6662978.52576,1,1.0,False,6103626.26527,3.7614,559352.260489,20.8808
60881306,60881505,1,1677.04931339,5400981.95547,1.451,4164049.06803,1,1.0,False,3817889.33254,4.6556,346159.73549,22.902
60881307,60881304,1,2223.1781405,6186513.19694,1.1486,4807093.97639,1,1.0,False,4547161.43791,3.2494,259932.538483,22.2972
