_0CanalsId.id,_0CanalsId.fromNode,_0CanalsId.toNode,_0CanalsId.fromNodeType,_0CanalsId.toNodeType,_0CanalsId.minInputFlow,_0CanalsId.maxInputFlow,_0CanalsId.initialInputFlow,_0CanalsId.initialOutputFlow,_0CanalsId.operationCost,_0CanalsId.hydroelectricEfficiency,_0CanalsId.hydroelectricHeight,_0CanalsId.waveTripTime,_0CanalsId.waveFading,_0CanalsId.name,_1PeriodsValue,value
11,6,2,2,2,0.1,6,0.191,0.191,1000,100,0,5483,0.2,Canal 11,23,2.809
11,6,2,2,2,0.1,6,0.191,0.191,1000,100,0,5483,0.2,Canal 11,24,2.809
12,9,3,2,2,0.1,6,0.191,0.191,0,100,0,5483,0.2,Canal 12,1,6
12,9,3,2,2,0.1,6,0.191,0.191,0,100,0,5483,0.2,Canal 12,2,6
12,9,3,2,2,0.1,6,0.191,0.191,0,100,0,5483,0.2,Canal 12,3,6
12,9,3,2,2,0.1,6,0.191,0.191,0,100,0,5483,0.2,Canal 12,4,6
12,9,3,2,2,0.1,6,0.191,0.191,0,100,0,5483,0.2,Canal 12,5,6
12,9,3,2,2,0.1,6,0.191,0.191,0,100,0,5483,0.2,Canal 12,6,6
12,9,3,2,2,0.1,6,0.191,0.191,0,100,0,5483,0.2,Canal 12,7,6
12,9,3,2,2,0.1,6,0.191,0.191,0,100,0,5483,0.2,Canal 12,8,6
12,9,3,2,2,0.1,6,0.191,0.191,0,100,0,5483,0.2,Canal 12,9,6
12,9,3,2,2,0.1,6,0.191,0.191,0,100,0,5483,0.2,Canal 12,10,6
12,9,3,2,2,0.1,6,0.191,0.191,0,100,0,5483,0.2,Canal 12,11,6
12,9,3,2,2,0.1,6,0.191,0.191,0,100,0,5483,0.2,Canal 12,12,6
12,9,3,2,2,0.1,6,0.191,0.191,0,100,0,5483,0.2,Canal 12,13,6
12,9,3,2,2,0.1,6,0.191,0.191,0,100,0,5483,0.2,Canal 12,14,6
12,9,3,2,2,0.1,6,0.191,0.191,0,100,0,5483,0.2,Canal 12,15,6
12,9,3,2,2,0.1,6,0.191,0.191,0,100,0,5483,0.2,Canal 12,16,6
12,9,3,2,2,0.1,6,0.191,0.191,0,100,0,5483,0.2,Canal 12,17,6
12,9,3,2,2,0.1,6,0.191,0.191,0,100,0,5483,0.2,Canal 12,18,6
12,9,3,2,2,0.1,6,0.191,0.191,0,100,0,5483,0.2,Canal 12,19,6
12,9,3,2,2,0.1,6,0.191,0.191,0,100,0,5483,0.2,Canal 12,20,6
12,9,3,2,2,0.1,6,0.191,0.191,0,100,0,5483,0.2,Canal 12,21,6
12,9,3,2,2,0.1,6,0.191,0.191,0,100,0,5483,0.2,Canal 12,22,6
12,9,3,2,2,0.1,6,0.191,0.191,0,100,0,5483,0.2,Canal 12,23,6
12,9,3,2,2,0.1,6,0.191,0.191,0,100,0,5483,0.2,Canal 12,24,6
