customer_geo_code,store_geo_code,store_option_id,population,retail_market,drive_time,turnover,alpha,beta,is_open,baseline_turnover,baseline_drive_time,incremental_revenue,market_share
60881308,60881303,1,2061.43699505,5862821.33766,2.1926,4433160.62883,1,1.0,False,4419676.13975,2.3076,13484.4890766,24.3852
60881309,60881303,1,2518.88832536,6988791.6087,0.991,5452515.43728,1,1.0,False,5098910.53704,3.5208,353604.900234,21.982
60881401,60881805,1,2209.24864102,7593593.05371,1.2542,5884396.75481,1,1.0,False,5052442.69985,5.5774,831954.054965,22.5084
60881402,60881805,1,2298.55165169,7691075.50799,0.6172,6057921.77032,1,1.0,False,5053436.54468,5.7158,1004485.22565,21.2344
60881403,60881805,1,2206.69884731,7052355.65785,1.2214,5469609.58227,1,1.0,False,4639519.11192,5.7022,830090.470351,22.4428
60881404,60881805,1,1652.46584277,4766538.36573,1.5842,3662207.691,1,1.0,False,3147135.5552,5.6624,515072.135801,23.1684
60881501,60881805,1,1873.98377919,5848985.42514,1.1416,4545644.30489,1,1.0,False,4187569.41716,4.2026,358074.887727,22.2832
60881502,60881805,1,1995.71334527,6761423.7023,0.8142,5299035.93827,1,1.0,False,4798447.17305,4.516,500588.765223,21.6284
60881503,60881805,1,1997.15817384,7099798.94888,1.0022,5537530.78897,1,1.0,False,5009958.92868,4.7176,527571.860293,22.0044
60881504,60881805,1,1807.45544199,6254476.90254,0.5828,4930679.33926,1,1.0,False,4307057.95626,5.1894,623621.382999,21.1656
60881505,60881805,1,2267.52340193,7178214.7086,1.2022,5569978.77243,1,1.0,False,4821118.70117,5.4728,748860.07126,22.4044
60881506,60881805,1,1910.32684442,6662098.62909,1.4408,5137703.86918,1,1.0,False,4649478.63324,5.035,488225.235934,22.8816
60881601,60881705,1,2069.68965276,6194611.09932,0.8684,4848100.87388,1,1.0,False,4605321.67568,2.828,242779.198204,21.7368
60881602,60881603,1,2255.76493577,6351363.32912,1.3366,4911306.01878,1,1.0,False,4844870.75836,1.8596,66435.2604226,22.6732
60881603,60881603,1,3108.06309611,8891993.87844,0.0,7113595.10275,1,1.0,False,6627665.42128,2.7324,485929.681469,20.0
60881604,60881603,1,2766.33017025,7894038.76393,0.6438,6213587.36802,1,1.0,False,5816011.99971,3.162,397575.368306,21.2876
60881605,60881603,1,1836.0955259,5312140.9946,1.3936,4101652.80188,1,1.0,False,3838021.8686,3.875,263630.93328,22.7872
60881606,60881603,1,2543.30169253,6830080.80494,1.4892,5260637.51725,1,1.0,False,4887605.82401,4.22,373031.693242,22.9784
60881701,60881705,1,1932.66975549,5855894.9567,0.9944,4568253.92646,1,1.0,False,4327318.98436,3.0516,240934.942098,21.9888
60881702,60881705,1,1977.59675521,6686654.643,0.8502,5235623.83885,1,1.0,False,4979364.48631,2.7664,256259.352538,21.7004
60881703,60881705,1,1817.90799252,6218563.80978,0.8582,4868115.61859,1,1.0,False,4512239.64888,3.7196,355875.969706,21.7164
60881704,60881705,1,2044.35147417,6305824.74951,0.4286,4990606.26986,1,1.0,False,4591371.89332,3.5942,399234.376541,20.8572
60881705,60881705,1,1943.15172698,6887192.29916,0.0,5509753.83933,1,1.0,False,5019110.25994,3.562,490643.579392,20.0
60881801,60881805,1,92.0810318674,210420.163869,1.0946,163729.612868,1,1.0,False,145069.552736,5.1762,18660.0601319,22.1892
60881802,60881805,1,2740.66142793,8868663.64528,0.775,6957466.62973,1,1.0,False,5958500.35672,5.469,998966.273005,21.55
60881803,60881805,1,2186.8423104,6013816.3536,0.7848,4716660.22139,1,1.0,False,4240101.35827,4.747,476558.863125,21.5696
60881804,60881805,1,2460.27323385,7474748.10992,0.334,5929867.17056,1,1.0,False,5146573.36663,5.1912,783293.803935,20.668
60881805,60881805,1,2093.65509591,7487383.10271,0.0,5989906.48217,1,1.0,False,5099207.38827,5.316,890699.093898,20.0
60881901,60882504,1,2265.918457,7674237.80201,0.4848,6064980.83188,1,1.0,False,4795753.99028,6.2514,1269226.8416,20.9696
60881902,60882504,1,1820.68985871,5865907.92908,0.9762,4578200.35686,1,1.0,False,3636557.88882,6.3342,941642.468039,21.9524
60881903,60881805,1,2619.67280583,8474102.31765,0.9568,6617121.43217,1,1.0,False,5326922.4061,6.1898,1290199.02607,21.9136
60882001,60882504,1,2026.41487494,5205169.17898,1.771,3979768.25087,1,1.0,False,3082459.54644,6.7968,897308.704426,23.542
60882002,60882504,1,1932.84524023,5022032.43887,1.1222,3904911.45503,1,1.0,False,2809606.18012,7.3424,1095305.27492,22.2444
60882101,60882101,1,2160.49707969,6825556.97309,0.0,5460445.57847,1,1.0,False,4083976.45705,6.6944,1376469.12142,20.0
60882102,60882101,1,3118.13599302,9676819.99429,1.0438,7539442.70123,1,1.0,False,5354184.50284,7.445,2185258.19839,22.0876
60882103,60882101,1,2658.32650201,7477743.11166,1.3674,5777693.17071,1,1.0,False,4491431.62259,6.656,1286261.54812,22.7348
60882104,60882101,1,1654.81128754,4524659.49072,1.699,3465979.66308,1,1.0,False,2403426.72692,7.8136,1062552.93616,23.398
60882201,60881705,1,1275.78168274,3321049.78368,1.4016,2563744.15941,1,1.0,False,2355567.47477,4.5358,208176.68464,22.8032
60882202,60881705,1,2703.03234141,9621003.38099,0.8292,7537247.98472,1,1.0,False,6851924.67189,4.3908,685323.312835,21.6584
60882203,60881705,1,2709.01612623,7902982.00129,0.489,6245094.43706,1,1.0,False,5717870.70179,3.8246,527223.73527,20.978
60882301,60882504,1,1439.51019007,4597305.81482,0.9428,3591157.85341,1,1.0,False,3095586.6758,5.4442,495571.177614,21.8856
60882302,60882504,1,2046.42931362,6327611.56369,0.8518,4954292.06036,1,1.0,False,4266531.30428,5.4288,687760.756081,21.7036
60882303,60882504,1,2528.85561552,6954352.94268,0.8106,5450738.38424,1,1.0,False,4680863.69607,5.4486,769874.688166,21.6212
60882304,60882504,1,2681.9434551,9239382.44192,1.3602,7140157.79358,1,1.0,False,6482313.76372,4.9202,657844.029864,22.7204
60882401,60882504,1,1949.1046751,5659109.19694,1.5318,4353914.8882,1,1.0,False,3756561.9578,5.6032,597352.930392,23.0636
60882402,60882504,1,2508.94507726,8474507.70059,1.1324,6587675.51007,1,1.0,False,5657377.95273,5.5404,930297.55734,22.2648
60882501,60882504,1,1955.03965722,7032605.80196,1.2932,5444193.32511,1,1.0,False,4224570.69651,6.6548,1219622.6286,22.5864
60882502,60882504,1,2535.82912382,8765762.51593,0.883,6857806.64672,1,1.0,False,5213945.67058,6.7532,1643860.97614,21.766
60882503,60882504,1,2013.53891242,6673796.34266,0.473,5275902.96073,1,1.0,False,4075740.81684,6.4882,1200162.14389,20.946
60882504,60882504,1,3187.40181634,10029653.5398,0.0,8023722.83187,1,1.0,False,6264802.43129,6.2562,1758920.40059,20.0
60882601,60882101,1,1636.81115212,5031478.92284,0.6544,3959331.14213,1,1.0,False,3042696.31196,6.5878,916634.830162,21.3088
60882602,60882101,1,1863.09158599,5338072.04274,1.1746,4145055.64577,1,1.0,False,2869576.71187,7.7072,1275478.93389,22.3492
60882603,60882504,1,2066.46197204,6054502.12648,1.317,4684126.11517,1,1.0,False,3376402.09187,7.3722,1307724.0233,22.634
60882701,60882101,1,1800.55686239,5245739.40331,2.0024,3986510.15102,1,1.0,False,3658735.37015,5.0422,327774.780876,24.0048
60882702,60882704,1,2155.17971771,5496409.66592,1.8246,4196552.75121,1,1.0,False,3901571.43726,4.508,294981.313951,23.6492
60882703,60882101,1,1985.30897113,5329064.11634,0.8058,4177368.09578,1,1.0,False,3439633.77577,5.9092,737734.32001,21.6116
60882704,60882704,1,2916.73405381,7980019.43311,0.0,6384015.54649,1,1.0,False,5783854.24497,3.7604,600161.301526,20.0
60882705,60882704,1,2018.67208642,5236696.88882,1.464,4036027.02615,1,1.0,False,3660849.11425,5.0154,375177.911903,22.928
60882801,60883003,1,2964.28123791,9004241.65228,1.052,7013944.07746,1,1.0,False,6547128.17324,3.6442,466815.904221,22.104
60882802,60882902,1,4001.80867825,10783328.2817,1.5174,8299410.17869,1,1.0,True,8299410.17869,1.5174,0.0,23.0348
60882803,60883003,1,2933.29680756,8821626.2374,1.0142,6878363.12332,1,1.0,False,6533119.95889,2.971,345243.164427,22.0284
60882804,60882704,1,2774.57212955,7466410.9499,0.8718,5842944.4186,1,1.0,False,5513705.56135,3.0766,329238.857247,21.7436
