customer_geo_code,store_geo_code,store_option_id,population,retail_market,drive_time,turnover,alpha,beta,is_open,baseline_turnover,baseline_drive_time,incremental_revenue,market_share
60880101,60882304,1,1763.6845289,4716316.64752,2.7552,3513165.40547,1,1.0,False,3435138.66286,3.5824,78026.7426166,25.5104
60880102,60882304,1,1765.51488825,4969667.02882,2.496,3727647.84498,1,1.0,False,3638949.22785,3.3884,88698.6171305,24.992
60880103,60880501,1,1910.54229914,6093034.49475,2.7706,4536800.36837,1,1.0,True,4536800.36837,2.7706,0.0,25.5412
60880201,60880501,1,2405.84350919,8035873.37994,1.9998,6107295.91225,1,1.0,True,6107295.91225,1.9998,0.0,23.9996
60880202,60880501,1,2201.36470134,6164252.20878,2.6202,4608370.29428,1,1.0,True,4608370.29428,2.6202,0.0,25.2404
60880203,60880501,1,2724.84073412,8356554.80485,2.0954,6335037.34512,1,1.0,True,6335037.34512,2.0954,0.0,24.1908
60880204,60880501,1,2370.56733705,7091326.64739,1.5636,5451301.351,1,1.0,True,5451301.351,1.5636,0.0,23.1272
60880205,60880501,1,2269.84540331,6424557.82357,1.3748,4962996.61694,1,1.0,True,4962996.61694,1.3748,0.0,22.7496
60880206,60880501,1,2829.24153927,9162238.0957,1.8854,6984300.80245,1,1.0,True,6984300.80245,1.8854,0.0,23.7708
60880301,60880501,1,2176.96528231,7116477.01636,1.3564,5500125.82459,1,1.0,True,5500125.82459,1.3564,0.0,22.7128
60880302,60880501,1,2354.22557736,8363575.6472,0.8264,6552627.33946,1,1.0,True,6552627.33946,0.8264,0.0,21.6528
60880303,60880501,1,2171.42045195,7170980.99219,1.13,5574720.62333,1,1.0,True,5574720.62333,1.13,0.0,22.26
60880304,60880501,1,3740.33824655,10828185.6028,0.8616,8475957.18793,1,1.0,True,8475957.18793,0.8616,0.0,21.7232
60880305,60880501,1,3512.30010666,10494212.4119,0.8136,8224608.10513,1,1.0,True,8224608.10513,0.8136,0.0,21.6272
60880401,60880501,1,1957.19086605,4585105.43596,3.764,3322917.61155,1,1.0,True,3322917.61155,3.764,0.0,27.528
