dcId,productId,customerId,ship
2301,SKU 1199,11355,0.0
2301,SKU 1199,11368,0.0
2301,SKU 1199,11372,0.0
2301,SKU 1199,11373,0.0
2301,SKU 1199,11375,0.0
2301,SKU 1199,11377,0.0
2301,SKU 1199,11385,0.0
2301,SKU 1199,11434,0.0
2301,SKU 1199,11550,0.0
2301,SKU 1199,11691,0.0
2301,SKU 1199,11706,0.0
2301,SKU 1199,11746,0.0
2301,SKU 1199,11758,0.0
2301,SKU 1199,12180,0.0
2301,SKU 1199,12550,0.0
2301,SKU 1199,14221,0.0
2301,SKU 1199,14850,0.0
2301,SKU 1199,15601,0.0
2301,SKU 1199,17013,0.0
2301,SKU 1199,17055,0.0
2301,SKU 1199,17404,0.0
2301,SKU 1199,17603,0.0
2301,SKU 1199,18103,0.0
2301,SKU 1199,19020,0.0
2301,SKU 1199,19067,0.0
2301,SKU 1199,19143,0.0
2301,SKU 1199,19382,0.0
2301,SKU 1199,19711,0.0
2301,SKU 1199,19720,0.0
2301,SKU 1199,20011,0.0
2301,SKU 1199,20744,0.0
2301,SKU 1199,20854,0.0
2301,SKU 1199,20878,0.0
2301,SKU 1199,20906,0.0
2301,SKU 1199,21122,0.0
2301,SKU 1199,21215,0.0
2301,SKU 1199,21234,0.0
2301,SKU 1199,21740,0.0
2301,SKU 1199,22003,0.0
2301,SKU 1199,22193,0.0
2301,SKU 1199,22554,0.0
2301,SKU 1199,23322,0.0
2301,SKU 1199,23456,0.0
2301,SKU 1199,29445,0.0
2301,SKU 1199,30032,0.0
2301,SKU 1199,30044,0.0
2301,SKU 1199,30047,0.0
2301,SKU 1199,30058,0.0
2301,SKU 1199,30062,0.0
2301,SKU 1199,30096,0.0
2301,SKU 1199,30349,0.0
2301,SKU 1199,30906,0.0
2301,SKU 1199,30907,0.0
2301,SKU 1199,31907,0.0
2301,SKU 1199,32073,0.0
2301,SKU 1199,32210,0.0
2301,SKU 1199,32792,0.0
2301,SKU 1199,33012,0.0
2301,SKU 1199,33024,0.0
2301,SKU 1199,33064,0.0
2301,SKU 1199,33065,0.0
2301,SKU 1199,33157,0.0
2301,SKU 1199,33165,0.0
2301,SKU 1199,33311,0.0
2301,SKU 1199,37042,0.0
2301,SKU 1199,37211,0.0
2301,SKU 1199,38109,0.0
2301,SKU 1199,43055,0.0
2301,SKU 1199,43081,0.0
2301,SKU 1199,43130,0.0
2301,SKU 1199,43302,0.0
2301,SKU 1199,43701,0.0
2301,SKU 1199,44035,0.0
2301,SKU 1199,44060,0.0
2301,SKU 1199,44077,0.0
2301,SKU 1199,44107,0.0
2301,SKU 1199,44130,0.0
2301,SKU 1199,45011,0.0
2301,SKU 1199,45424,0.0
2301,SKU 1199,45601,0.0
2301,SKU 1199,45840,0.0
2301,SKU 1199,46227,0.0
2301,SKU 1199,47906,0.0
2301,SKU 1199,48066,0.0
2301,SKU 1199,48103,0.0
2301,SKU 1199,48180,0.0
2301,SKU 1199,48185,0.0
2301,SKU 1199,48187,0.0
2301,SKU 1199,48197,0.0
2301,SKU 1199,48227,0.0
2301,SKU 1199,49509,0.0
2301,SKU 1199,55124,0.0
2301,SKU 1199,60004,0.0
2301,SKU 1199,60016,0.0
2301,SKU 1199,60056,0.0
2301,SKU 1199,60067,0.0
2301,SKU 1199,60085,0.0
2301,SKU 1199,60103,0.0
2301,SKU 1199,60123,0.0
2301,SKU 1199,60148,0.0
2301,SKU 1199,60187,0.0
2301,SKU 1199,60402,0.0
2301,SKU 1199,60411,0.0
2301,SKU 1199,60435,0.0
2301,SKU 1199,60441,0.0
2301,SKU 1199,60453,0.0
2301,SKU 1199,60477,0.0
2301,SKU 1199,60505,0.0
2301,SKU 1199,60623,0.0
2301,SKU 1199,60804,0.0
2301,SKU 1199,62301,0.0
2301,SKU 1199,63021,0.0
2301,SKU 1199,63031,0.0
2301,SKU 1199,63129,0.0
2301,SKU 1199,63136,0.0
2301,SKU 1199,63366,0.0
2301,SKU 1199,63376,0.0
2301,SKU 1199,65807,0.0
2301,SKU 1199,66062,0.0
2301,SKU 1199,70065,0.0
2301,SKU 1199,70072,0.0
2301,SKU 1199,70117,0.0
2301,SKU 1199,72032,0.0
2301,SKU 1199,75023,0.0
2301,SKU 1199,75052,0.0
2301,SKU 1199,75150,0.0
2301,SKU 1199,75217,0.0
2301,SKU 1199,76180,0.0
2301,SKU 1199,77084,0.0
2301,SKU 1199,77478,0.0
2301,SKU 1199,78250,0.0
2301,SKU 1199,78501,0.0
2301,SKU 1199,78521,0.0
2301,SKU 1199,78539,0.0
2301,SKU 1199,78550,0.0
2301,SKU 1199,78572,0.0
2301,SKU 1199,78577,0.0
2301,SKU 1199,78596,0.0
2301,SKU 1199,78666,0.0
2301,SKU 1199,78745,0.0
2301,SKU 1199,79936,0.0
2301,SKU 1199,80013,0.0
2301,SKU 1199,80126,0.0
2301,SKU 1199,80219,0.0
2301,SKU 1199,80501,0.0
2301,SKU 1199,80906,0.0
2301,SKU 1199,84118,0.0
2301,SKU 1199,84604,0.0
2301,SKU 1199,85032,0.0
2301,SKU 1199,85204,0.0
2301,SKU 1199,85225,0.0
2301,SKU 1199,85254,0.0
2301,SKU 1199,85282,0.0
2301,SKU 1199,85308,0.0
2301,SKU 1199,85364,0.0
2301,SKU 1199,85706,0.0
2301,SKU 1199,87111,0.0
2301,SKU 1199,87124,0.0
2301,SKU 1199,87505,0.0
2301,SKU 1199,88201,0.0
2301,SKU 1199,89014,0.0
2301,SKU 1199,89108,0.0
2301,SKU 1199,90011,0.0
2301,SKU 1199,90201,0.0
2301,SKU 1199,90221,0.0
2301,SKU 1199,90250,0.0
2301,SKU 1199,90255,0.0
2301,SKU 1199,90262,0.0
2301,SKU 1199,90280,0.0
2301,SKU 1199,90630,0.0
2301,SKU 1199,90631,0.0
2301,SKU 1199,90640,0.0
2301,SKU 1199,90650,0.0
2301,SKU 1199,90660,0.0
2301,SKU 1199,90703,0.0
2301,SKU 1199,90706,0.0
2301,SKU 1199,90723,0.0
2301,SKU 1199,90731,0.0
2301,SKU 1199,90744,0.0
2301,SKU 1199,90745,0.0
2301,SKU 1199,90805,0.0
2301,SKU 1199,91331,0.0
2301,SKU 1199,91335,0.0
2301,SKU 1199,91342,0.0
2301,SKU 1199,91343,0.0
2301,SKU 1199,91344,0.0
2301,SKU 1199,91351,0.0
2301,SKU 1199,91402,0.0
2301,SKU 1199,91605,0.0
2301,SKU 1199,91702,0.0
2301,SKU 1199,91706,0.0
2301,SKU 1199,91709,0.0
2301,SKU 1199,91710,0.0
2301,SKU 1199,91730,0.0
2301,SKU 1199,91732,0.0
2301,SKU 1199,91744,0.0
2301,SKU 1199,91745,0.0
2301,SKU 1199,91761,0.0
2301,SKU 1199,91766,0.0
2301,SKU 1199,91770,0.0
2301,SKU 1199,91801,0.0
2301,SKU 1199,91911,0.0
2301,SKU 1199,91950,0.0
2301,SKU 1199,91977,0.0
2301,SKU 1199,92021,0.0
2301,SKU 1199,92054,0.0
2301,SKU 1199,92069,0.0
2301,SKU 1199,92071,0.0
2301,SKU 1199,92083,0.0
2301,SKU 1199,92126,0.0
2301,SKU 1199,92335,0.0
2301,SKU 1199,92345,0.0
2301,SKU 1199,92376,0.0
2301,SKU 1199,92392,0.0
2301,SKU 1199,92404,0.0
2301,SKU 1199,92503,0.0
2301,SKU 1199,92509,0.0
2301,SKU 1199,92553,0.0
2301,SKU 1199,92627,0.0
2301,SKU 1199,92630,0.0
2301,SKU 1199,92646,0.0
2301,SKU 1199,92677,0.0
2301,SKU 1199,92683,0.0
2301,SKU 1199,92704,0.0
2301,SKU 1199,92708,0.0
2301,SKU 1199,92780,0.0
2301,SKU 1199,92804,0.0
2301,SKU 1199,92870,0.0
2301,SKU 1199,92882,0.0
2301,SKU 1199,93030,0.0
2301,SKU 1199,93065,0.0
2301,SKU 1199,93257,0.0
2301,SKU 1199,93274,0.0
2301,SKU 1199,93309,0.0
2301,SKU 1199,93535,0.0
2301,SKU 1199,93550,0.0
2301,SKU 1199,93722,0.0
2301,SKU 1199,94015,0.0
2301,SKU 1199,94080,0.0
2301,SKU 1199,94086,0.0
2301,SKU 1199,94110,0.0
2301,SKU 1199,94501,0.0
2301,SKU 1199,94509,0.0
2301,SKU 1199,94533,0.0
2301,SKU 1199,94536,0.0
2301,SKU 1199,94544,0.0
2301,SKU 1199,94550,0.0
2301,SKU 1199,94553,0.0
2301,SKU 1199,94558,0.0
2301,SKU 1199,94565,0.0
2301,SKU 1199,94587,0.0
2301,SKU 1199,94601,0.0
2301,SKU 1199,94806,0.0
2301,SKU 1199,95014,0.0
2301,SKU 1199,95035,0.0
2301,SKU 1199,95051,0.0
2301,SKU 1199,95076,0.0
2301,SKU 1199,95123,0.0
2301,SKU 1199,95207,0.0
2301,SKU 1199,95340,0.0
2301,SKU 1199,95350,0.0
2301,SKU 1199,95376,0.0
2301,SKU 1199,95608,0.0
2301,SKU 1199,95616,0.0
2301,SKU 1199,95687,0.0
2301,SKU 1199,95823,0.0
2301,SKU 1199,97007,0.0
2301,SKU 1199,97301,0.0
2301,SKU 1199,97321,0.0
2301,SKU 1199,98031,0.0
2301,SKU 1199,98052,0.0
2301,SKU 1199,98226,0.0
2301,SKU 1299,2148,0.0
2301,SKU 1299,2155,0.0
2301,SKU 1299,2169,0.0
2301,SKU 1299,2301,0.0
2301,SKU 1299,6010,0.0
2301,SKU 1299,6040,0.0
2301,SKU 1299,6460,0.0
2301,SKU 1299,6511,0.0
2301,SKU 1299,6902,0.0
2301,SKU 1299,7002,0.0
2301,SKU 1299,7055,0.0
2301,SKU 1299,7087,0.0
2301,SKU 1299,7093,0.0
2301,SKU 1299,7111,0.0
2301,SKU 1299,7305,0.0
2301,SKU 1299,7470,0.0
2301,SKU 1299,8701,0.0
2301,SKU 1299,8753,0.0
2301,SKU 1299,8854,0.0
2301,SKU 1299,10025,0.0
2301,SKU 1299,10314,0.0
2301,SKU 1299,10467,0.0
2301,SKU 1299,10701,0.0
2301,SKU 1299,11226,0.0
2301,SKU 1299,11355,0.0
2301,SKU 1299,11368,0.0
2301,SKU 1299,11372,0.0
2301,SKU 1299,11373,0.0
2301,SKU 1299,11375,0.0
2301,SKU 1299,11377,0.0
2301,SKU 1299,11385,0.0
2301,SKU 1299,11434,0.0
2301,SKU 1299,11550,0.0
2301,SKU 1299,11691,0.0
2301,SKU 1299,11706,0.0
2301,SKU 1299,11746,0.0
2301,SKU 1299,11758,0.0
2301,SKU 1299,12180,0.0
2301,SKU 1299,12550,0.0
2301,SKU 1299,14221,0.0
2301,SKU 1299,14850,0.0
2301,SKU 1299,15601,0.0
2301,SKU 1299,17013,0.0
2301,SKU 1299,17055,0.0
2301,SKU 1299,17404,0.0
2301,SKU 1299,17603,0.0
2301,SKU 1299,18103,0.0
2301,SKU 1299,19020,0.0
2301,SKU 1299,19067,0.0
2301,SKU 1299,19143,0.0
2301,SKU 1299,19382,0.0
2301,SKU 1299,19711,0.0
2301,SKU 1299,19720,0.0
2301,SKU 1299,20011,0.0
2301,SKU 1299,20744,0.0
2301,SKU 1299,20854,0.0
2301,SKU 1299,20878,0.0
2301,SKU 1299,20906,0.0
2301,SKU 1299,21122,0.0
2301,SKU 1299,21215,0.0
2301,SKU 1299,21234,0.0
2301,SKU 1299,21740,0.0
2301,SKU 1299,22003,0.0
2301,SKU 1299,22193,0.0
2301,SKU 1299,22554,0.0
2301,SKU 1299,23322,0.0
2301,SKU 1299,23456,0.0
2301,SKU 1299,29445,0.0
2301,SKU 1299,30032,0.0
2301,SKU 1299,30044,0.0
2301,SKU 1299,30047,0.0
2301,SKU 1299,30058,0.0
2301,SKU 1299,30062,0.0
2301,SKU 1299,30096,0.0
2301,SKU 1299,30349,0.0
2301,SKU 1299,30906,0.0
2301,SKU 1299,30907,0.0
2301,SKU 1299,31907,0.0
2301,SKU 1299,32073,0.0
2301,SKU 1299,32210,0.0
2301,SKU 1299,32792,0.0
2301,SKU 1299,33012,0.0
2301,SKU 1299,33024,0.0
2301,SKU 1299,33064,0.0
2301,SKU 1299,33065,0.0
2301,SKU 1299,33157,0.0
2301,SKU 1299,33165,0.0
2301,SKU 1299,33311,0.0
2301,SKU 1299,37042,0.0
2301,SKU 1299,37211,0.0
2301,SKU 1299,38109,0.0
2301,SKU 1299,43055,0.0
2301,SKU 1299,43081,0.0
2301,SKU 1299,43130,0.0
2301,SKU 1299,43302,0.0
2301,SKU 1299,43701,0.0
2301,SKU 1299,44035,0.0
2301,SKU 1299,44060,0.0
2301,SKU 1299,44077,0.0
2301,SKU 1299,44107,0.0
2301,SKU 1299,44130,0.0
2301,SKU 1299,45011,0.0
2301,SKU 1299,45424,0.0
2301,SKU 1299,45601,0.0
2301,SKU 1299,45840,0.0
2301,SKU 1299,46227,0.0
2301,SKU 1299,47906,0.0
2301,SKU 1299,48066,0.0
2301,SKU 1299,48103,0.0
2301,SKU 1299,48180,0.0
2301,SKU 1299,48185,0.0
2301,SKU 1299,48187,0.0
2301,SKU 1299,48197,0.0
2301,SKU 1299,48227,0.0
2301,SKU 1299,49509,0.0
2301,SKU 1299,55124,0.0
2301,SKU 1299,60004,0.0
2301,SKU 1299,60016,0.0
2301,SKU 1299,60056,0.0
2301,SKU 1299,60067,0.0
2301,SKU 1299,60085,0.0
2301,SKU 1299,60103,0.0
2301,SKU 1299,60123,0.0
2301,SKU 1299,60148,0.0
2301,SKU 1299,60187,0.0
2301,SKU 1299,60402,0.0
2301,SKU 1299,60411,0.0
2301,SKU 1299,60435,0.0
2301,SKU 1299,60441,0.0
2301,SKU 1299,60453,0.0
2301,SKU 1299,60477,0.0
2301,SKU 1299,60505,0.0
2301,SKU 1299,60623,0.0
2301,SKU 1299,60804,0.0
2301,SKU 1299,62301,0.0
2301,SKU 1299,63021,0.0
2301,SKU 1299,63031,0.0
2301,SKU 1299,63129,0.0
2301,SKU 1299,63136,0.0
2301,SKU 1299,63366,0.0
2301,SKU 1299,63376,0.0
2301,SKU 1299,65807,0.0
2301,SKU 1299,66062,0.0
2301,SKU 1299,70065,0.0
2301,SKU 1299,70072,0.0
2301,SKU 1299,70117,0.0
2301,SKU 1299,72032,0.0
2301,SKU 1299,75023,0.0
2301,SKU 1299,75052,0.0
2301,SKU 1299,75150,0.0
2301,SKU 1299,75217,0.0
2301,SKU 1299,76180,0.0
2301,SKU 1299,77084,0.0
2301,SKU 1299,77478,0.0
2301,SKU 1299,78250,0.0
2301,SKU 1299,78501,0.0
2301,SKU 1299,78521,0.0
2301,SKU 1299,78539,0.0
2301,SKU 1299,78550,0.0
2301,SKU 1299,78572,0.0
2301,SKU 1299,78577,0.0
2301,SKU 1299,78596,0.0
2301,SKU 1299,78666,0.0
2301,SKU 1299,78745,0.0
2301,SKU 1299,79936,0.0
2301,SKU 1299,80013,0.0
2301,SKU 1299,80126,0.0
2301,SKU 1299,80219,0.0
2301,SKU 1299,80501,0.0
2301,SKU 1299,80906,0.0
2301,SKU 1299,84118,0.0
2301,SKU 1299,84604,0.0
2301,SKU 1299,85032,0.0
2301,SKU 1299,85204,0.0
2301,SKU 1299,85225,0.0
2301,SKU 1299,85254,0.0
2301,SKU 1299,85282,0.0
2301,SKU 1299,85308,0.0
2301,SKU 1299,85364,0.0
2301,SKU 1299,85706,0.0
2301,SKU 1299,87111,0.0
2301,SKU 1299,87124,0.0
2301,SKU 1299,87505,0.0
2301,SKU 1299,88201,0.0
2301,SKU 1299,89014,0.0
2301,SKU 1299,89108,0.0
2301,SKU 1299,90011,0.0
2301,SKU 1299,90201,0.0
2301,SKU 1299,90221,0.0
2301,SKU 1299,90250,0.0
2301,SKU 1299,90255,0.0
2301,SKU 1299,90262,0.0
2301,SKU 1299,90280,0.0
2301,SKU 1299,90630,0.0
2301,SKU 1299,90631,0.0
2301,SKU 1299,90640,0.0
2301,SKU 1299,90650,0.0
2301,SKU 1299,90660,0.0
2301,SKU 1299,90703,0.0
2301,SKU 1299,90706,0.0
2301,SKU 1299,90723,0.0
2301,SKU 1299,90731,0.0
2301,SKU 1299,90744,0.0
2301,SKU 1299,90745,0.0
2301,SKU 1299,90805,0.0
2301,SKU 1299,91331,0.0
2301,SKU 1299,91335,0.0
2301,SKU 1299,91342,0.0
2301,SKU 1299,91343,0.0
2301,SKU 1299,91344,0.0
2301,SKU 1299,91351,0.0
2301,SKU 1299,91402,0.0
2301,SKU 1299,91605,0.0
2301,SKU 1299,91702,0.0
2301,SKU 1299,91706,0.0
2301,SKU 1299,91709,0.0
2301,SKU 1299,91710,0.0
2301,SKU 1299,91730,0.0
2301,SKU 1299,91732,0.0
2301,SKU 1299,91744,0.0
2301,SKU 1299,91745,0.0
2301,SKU 1299,91761,0.0
2301,SKU 1299,91766,0.0
2301,SKU 1299,91770,0.0
2301,SKU 1299,91801,0.0
2301,SKU 1299,91911,0.0
2301,SKU 1299,91950,0.0
