geo_code,REG,DEP,COM,city,population,geo_x,geo_y,area,population_density,relative_population_density,personal_income,retail_market
60881503,93,6,6088,Nice,1997.15817384,7.263595053316739,43.71221998234846,0.09492731864407736,21038.81371945404,0.4211996468422213,3554.95075046028,7099798.94888039
60881504,93,6,6088,Nice,1807.45544199,7.260381062914626,43.71156212747412,0.07770042995407292,23261.84608062463,0.4657050290339023,3460.376813302958,6254476.902540445
60881505,93,6,6088,Nice,2267.52340193,7.259636144284532,43.71450823989387,0.0751101162873537,30189.32087995959,0.6043939293634021,3165.66290010277,7178214.708604624
60881506,93,6,6088,Nice,1910.32684442,7.262768332442428,43.71502235692139,0.1042420845800626,18325.86955753732,0.3668861699447397,3487.412977812115,6662098.629093173
60881601,93,6,6088,Nice,2069.68965276,7.274461588271688,43.70567168654049,0.187088704701524,11062.61148187393,0.2214748469876617,2993.01447975805,6194611.09931609
60881602,93,6,6088,Nice,2255.76493577,7.280389717266901,43.70703556137552,0.2667522934359871,8456.403154829179,0.1692982346754638,2815.613997896577,6351363.329118284
60881603,93,6,6088,Nice,3108.06309611,7.276813174018192,43.71246213974217,0.3407086746897107,9122.347996981782,0.1826305325926086,2860.943810814869,8891993.878438005
60881604,93,6,6088,Nice,2766.33017025,7.273224869960655,43.71119047050396,0.3068699437421715,9014.66639748283,0.1804747336827858,2853.614094521472,7894038.763925381
60881605,93,6,6088,Nice,1836.0955259,7.268487310639187,43.71077056745733,0.1913432206789126,9595.82220569548,0.1921095446775297,2893.172451903601,5312140.994597334
60881606,93,6,6088,Nice,2543.30169253,7.268820317378476,43.71582329373039,0.3885786473017289,6545.140115625401,0.1310345127817318,2685.517343457888,6830080.804935116
60881701,93,6,6088,Nice,1932.66975549,7.275330349010085,43.70028386461783,0.1665340635982954,11605.25188499503,0.2323385748196918,3029.951154386952,5855894.956695674
60881702,93,6,6088,Nice,1977.59675521,7.275734036985877,43.70276380070391,0.1179562018784021,16765.51740152376,0.3356477272346977,3381.202272597972,6686654.642998428
60881703,93,6,6088,Nice,1817.90799252,7.268850661545773,43.70672098200501,0.07513914921573815,24193.88576387065,0.4843645785057034,3420.72527067538,6218563.809775914
60881704,93,6,6088,Nice,2044.35147417,7.269796308189876,43.70490836845676,0.06369319929788861,32096.85644159139,0.6425830266961742,3084.51106827063,6305824.749512744
60881705,93,6,6088,Nice,1943.15172698,7.270474875539487,43.70304332969829,0.09127832903444497,21288.2044131935,0.4261924793055683,3544.340981475668,6887192.299160432
60881801,93,6,6088,Nice,92.0810318674,7.260024704051203,43.70423436696041,0.1387820797418324,663.493673237154,0.01328322521298456,2285.162965724147,210420.1638690475
60881802,93,6,6088,Nice,2740.66142793,7.258037254314694,43.70570969625405,0.09603889356859686,28536.99502454651,0.5713141618418746,3235.957406086017,8868663.645284362
60881803,93,6,6088,Nice,2186.8423104,7.262479607943829,43.70657956698639,0.04378085290942012,49949.74206931148,1.0,2750.0,6013816.3536
60881804,93,6,6088,Nice,2460.27323385,7.25973941328244,43.70768561266156,0.07413599031029926,33185.94954424194,0.6643868050047647,3038.178039364875,7474748.109920274
60881805,93,6,6088,Nice,2093.65509591,7.259088397458195,43.70911301544242,0.106652488755715,19630.62578600925,0.3930075506449926,3576.225672192975,7487383.102710987
60881901,93,6,6088,Nice,2265.918457,7.253661890413852,43.70231713030666,0.09066914726170451,24991.06394438371,0.5003241840509506,3386.81110889173,7674237.80201041
60881902,93,6,6088,Nice,1820.68985871,7.252776853786283,43.70443936492391,0.1262281864826432,14423.7979602151,0.2887662150527281,3221.805131179276,5865907.929077948
60881903,93,6,6088,Nice,2619.67280583,7.253538305184379,43.7075861347797,0.1792501335089479,14614.62122536846,0.2925865203685908,3234.794169253209,8474102.317650076
60882001,93,6,6088,Nice,2026.41487494,7.246251902249655,43.70564920595658,0.4196896500929714,4828.36513717005,0.09666446586390963,2568.659183937293,5205169.178981771
60882002,93,6,6088,Nice,1932.84524023,7.247279716399408,43.70034877440198,0.3672363853105099,5263.218236383954,0.1053702785708199,2598.258947140788,5022032.438866083
60882101,93,6,6088,Nice,2160.49707969,7.239932742406771,43.69206899718585,0.1599794777050087,13504.83893736552,0.2703685420162105,3159.253042855115,6825556.973090224
60882102,93,6,6088,Nice,3118.13599302,7.240947008341882,43.69670792237362,0.2458267835940535,12684.28096984395,0.2539408702499992,3103.398958849997,9676819.99429097
60882103,93,6,6088,Nice,2658.32650201,7.234320435623174,43.69668242917968,0.3158175383604923,8417.285866422128,0.1685151017345014,2812.951345897305,7477743.111663505
60882104,93,6,6088,Nice,1654.81128754,7.240297211443306,43.69970992585511,0.2279039520052903,7261.003036496651,0.1453661767946891,2734.245001101943,4524659.490723315
60882201,93,6,6088,Nice,1275.78168274,7.267150327433564,43.69721521193094,0.2391317285359884,5335.058172960096,0.1068085229660854,2603.14897808469,3321049.783683798
60882202,93,6,6088,Nice,2703.03234141,7.265450685126416,43.70224506091508,0.1291110994721931,20935.70849028481,0.4191354674311213,3559.337131708867,9621003.380990572
60882203,93,6,6088,Nice,2709.01612623,7.269672542645763,43.70092137669444,0.2722597609035287,9950.115717577157,0.1992025445050374,2917.288651317127,7902982.001285864
60882301,93,6,6088,Nice,1439.51019007,7.259898893138148,43.69911691796371,0.1027464766301392,14010.31195699163,0.2804881742442349,3193.659792430399,4597305.8148204
60882302,93,6,6088,Nice,2046.42931362,7.25951946605865,43.70024303762277,0.06411074278743441,31920.22467131821,0.6390468368590358,3092.025471674548,6327611.563694503
60882303,93,6,6088,Nice,2528.85561552,7.259006744391272,43.70132793622161,0.06287554756256648,40220.0173764463,0.8052097110058353,2750.0,6954352.942679999
60882304,93,6,6088,Nice,2681.9434551,7.26197967584297,43.70260792512115,0.1135333092092728,23622.52517590629,0.4729258690290552,3445.032528313258,9239382.441916347
60882401,93,6,6088,Nice,1949.1046751,7.261022549047491,43.69535081932279,0.1999764877180728,9746.66920767131,0.195129520271528,2903.440368923195,5659109.196942269
60882402,93,6,6088,Nice,2508.94507726,7.260137889171298,43.69741245413211,0.1501074966088494,16714.3222952936,0.3346227948905202,3377.717502627768,8474507.70059288
60882501,93,6,6088,Nice,1955.03965722,7.254434114502206,43.6943581708599,0.09752538920102972,20046.4686502308,0.4013327761015029,3597.167850784306,7032605.801960154
60882502,93,6,6088,Nice,2535.82912382,7.252620460394996,43.69637947692509,0.1086158397411153,23346.77087489377,0.4674052338948462,3456.763877973452,8765762.515934043
60882503,93,6,6088,Nice,2013.53891242,7.253541870956372,43.69810768228555,0.07543687414478095,26691.70661228021,0.5343712601206659,3314.461072243585,6673796.342663774
60882504,93,6,6088,Nice,3187.40181634,7.254236410277882,43.70017582763132,0.1040406546663444,30636.1184150745,0.6133388711509876,3146.654898804151,10029653.53984351
60882601,93,6,6088,Nice,1636.81115212,7.241441175631754,43.68933472061056,0.1335989931969622,12251.67280794462,0.2452800014651507,3073.952004981512,5031478.922835373
60882602,93,6,6088,Nice,1863.09158599,7.247215969154816,43.69216834639293,0.2028535052233764,9184.418992111661,0.1838732015746375,2865.168885353768,5338072.042742952
60882603,93,6,6088,Nice,2066.46197204,7.248871829089496,43.69570675662947,0.2038893288315485,10135.21396084094,0.202908234176206,2929.887996199101,6054502.126481918
60882701,93,6,6088,Nice,1800.55686239,7.234329054601173,43.68402723412004,0.1820038002786505,9892.963002054468,0.1980583400876575,2913.398356298036,5245739.403308175
60882702,93,6,6088,Nice,2155.17971771,7.229865843310957,43.6851849209848,0.4727284890166844,4559.02228823348,0.091272188791431,2550.325441890865,5496409.665922987
60882703,93,6,6088,Nice,1985.30897113,7.235289130323795,43.69072775074207,0.3041914962506536,6526.510423861772,0.1306615440537296,2684.249249782681,5329064.116342528
60882704,93,6,6088,Nice,2916.73405381,7.219637848918193,43.68869656423189,0.4003228127628285,7285.955136256552,0.1458657209109585,2735.943451097259,7980019.433113831
60882705,93,6,6088,Nice,2018.67208642,7.228350388892187,43.69055161929285,0.3880156931830376,5202.552685073326,0.1041557467474834,2594.129538941444,5236696.888818677
60882801,93,6,6088,Nice,2964.28123791,7.227852965013691,43.67766117652035,0.252982669684098,11717.32926058345,0.2345823777092623,3037.580084211492,9004241.652277203
60882802,93,6,6088,Nice,4001.80867825,7.21347377268742,43.67886767262926,0.599183049622987,6678.774843126796,0.1337098965167661,2694.613648157005,10783328.28172559
60882803,93,6,6088,Nice,2933.29680756,7.223211686671999,43.67892483860413,0.2601801777579386,11274.09794565143,0.2257088320898078,3007.410029105346,8821626.23739864
60882804,93,6,6088,Nice,2774.57212955,7.219326503765424,43.68477977292815,0.418747456614768,6625.884135464739,0.1326510180226857,2691.013461277132,7466410.949903408
60882805,93,6,6088,Nice,2909.10048098,7.215645643105185,43.68313189963401,0.4741362845775228,6135.578684032044,0.1228350423815636,2657.639144097316,7731339.312364778
60882901,93,6,6088,Nice,2049.91336637,7.20508611166256,43.66938715328971,0.6280824494478147,3263.764762368703,0.06534097328950816,2462.159309184328,5047213.278029279
60882902,93,6,6088,Nice,3994.38706367,7.205506156443581,43.67523535361162,0.120089631386771,33261.71475042115,0.66590363378186,3034.954778213548,12122784.10491965
60882903,93,6,6088,Nice,3253.70659349,7.202958412403577,43.67500534992566,0.07233981479960029,44978.08851879973,0.9004668824192733,2750.0,8947693.132097501
60882904,93,6,6088,Nice,2210.17488487,7.210177232695365,43.67375476313449,0.2110696734343258,10471.30480143418,0.2096368142783188,2952.765168546284,6526127.416439929
60882905,93,6,6088,Nice,1877.40390163,7.216586195101105,43.67303191504628,0.2234425513072363,8402.177162077542,0.1682126236091165,2811.922920270996,5279115.061599591
60882906,93,6,6088,Nice,2834.98809942,7.208521653178538,43.67807673495221,0.2140704841043907,13243.246079817,0.2651314207276657,3141.446830474063,8905964.379354646
60883001,93,6,6088,Nice,579.66402076,7.212520217877198,43.66013656592505,4.3028991278671,134.7147594062548,0.002697006107044984,2249.169820763953,1303762.821676082
60883002,93,6,6088,Nice,2870.62819765,7.22103251384805,43.67117197961558,0.1826880690281812,15713.2768052148,0.3145817406506459,3309.577918212196,9500567.694339715
60883003,93,6,6088,Nice,3181.22326023,7.223177307334076,43.67436051558438,0.1479864474484996,21496.72024079833,0.4303669919049625,3535.470142201955,11247119.85222152
60883101,93,6,6088,Nice,3005.07645749,7.203493525472004,43.69001327696702,0.9919487028359725,3029.467601397646,0.06065031521471888,2446.211071730044,7351051.301707338
60883102,93,6,6088,Nice,2457.51558132,7.197507646004419,43.68108696145336,2.2493203607434,1092.559167742469,0.02187316935944149,2314.368775822101,5687597.327503308
60883201,93,6,6088,Nice,2878.3844504,7.217941793904666,43.69580913634736,1.967948180963315,1462.632237090219,0.02928207787460914,2339.559064773671,6734150.4328369
60883202,93,6,6088,Nice,3043.29822787,7.214380018914198,43.70792349003426,2.055774561090767,1480.365739254632,0.0296371047762457,2340.766156239235,7123649.495140937
60883301,93,6,6088,Nice,3806.10246644,7.193983586195785,43.72448336567861,10.02500672547039,379.6608392062112,0.007600856850859903,2265.842913292924,8624030.300849792
60883401,93,6,6088,Nice,2127.74732921,7.227899942912074,43.70222529201443,0.8473462922051795,2511.071741014687,0.05027196612007051,2410.92468480824,5129838.559027193
60883402,93,6,6088,Nice,2058.2171001,7.226831398124208,43.70899351444477,0.4534584963794188,4538.931603517346,0.09086997080423387,2548.957900734395,5246308.73872653
60883403,93,6,6088,Nice,1765.26397297,7.223261858220633,43.71697155627306,0.6209861334404173,2842.678568666259,0.05691077572976631,2433.496637481206,4295763.942489209
60883501,93,6,6088,Nice,1906.08623184,7.210420643838329,43.73396026459232,7.261583968469978,262.4890437287905,0.005255063046462868,2257.867214357974,4303689.610610668
60883601,93,6,6088,Nice,2962.53797919,7.232745259234272,43.72070493480667,2.076499175816959,1426.698365061689,0.02856267732237671,2337.113102896081,6923786.328992226
60883602,93,6,6088,Nice,2579.31106361,7.235696170518954,43.70943149399363,1.296697388457135,1989.138781777738,0.03982280386988908,2375.397533157623,6126889.137745359
60883701,93,6,6088,Nice,3837.24997804,7.237950592405735,43.73563766080664,5.343459210596843,718.1209450294268,0.014376869935243,2288.881357779826,8783009.939876804
60883801,93,6,6088,Nice,2855.86353091,7.264803419542129,43.73740455226761,2.659872163240052,1073.684506488164,0.02149529631200684,2313.084007460823,6605852.260838519
