id_of_Task,taskStartVar,taskEndVar,taskDurationVar,taskStartVarDate,taskEndVarDate,taskAbsenceVar,taskPresenceVar
Plane1_2BJ420-03-655C,838800.0,846000.0,7200.0,2017-11-16 23:00:00,2017-11-17 01:00:00,0,1
Plane1_2BJ420-03-660C,838800.0,846000.0,7200.0,2017-11-16 23:00:00,2017-11-17 01:00:00,0,1
Plane1_2BJ420-03-662C,846000.0,853200.0,7200.0,2017-11-17 01:00:00,2017-11-17 03:00:00,0,1
Plane1_2BJ420-04-605C,1357200.0,1364400.0,7200.0,2017-11-22 23:00:00,2017-11-23 01:00:00,0,1
Plane1_2BJ420-04-610C,1357200.0,1371600.0,14400.0,2017-11-22 23:00:00,2017-11-23 03:00:00,0,1
Plane1_2BJ420-05-03FA,2108520.0,2110320.0,1800.0,2017-12-01 15:42:00,2017-12-01 16:12:00,0,1
Plane1_2BJ420-05-08FA,2104560.0,2117160.0,12600.0,2017-12-01 14:36:00,2017-12-01 18:06:00,0,1
Plane1_2BJ420-05-09FA,2031120.0,2043720.0,12600.0,2017-11-30 18:12:00,2017-11-30 21:42:00,0,1
Plane1_2BJ430-01-079CA,102600.0,113400.0,10800.0,2017-11-08 10:30:00,2017-11-08 13:30:00,0,1
Plane1_2BJ430-01-081CA,123120.0,133920.0,10800.0,2017-11-08 16:12:00,2017-11-08 19:12:00,0,1
Plane1_2BJ430-01-082CA,138600.0,149400.0,10800.0,2017-11-08 20:30:00,2017-11-08 23:30:00,0,1
Plane1_2BJ430-01-083CA,82080.0,92880.0,10800.0,2017-11-08 04:48:00,2017-11-08 07:48:00,0,1
Plane1_2BJ430-01-084CA,137160.0,147960.0,10800.0,2017-11-08 20:06:00,2017-11-08 23:06:00,0,1
Plane1_2BJ430-01-085CA,99360.0,110160.0,10800.0,2017-11-08 09:36:00,2017-11-08 12:36:00,0,1
Plane1_2BJ430-01-088CA,127800.0,138600.0,10800.0,2017-11-08 17:30:00,2017-11-08 20:30:00,0,1
Plane1_2BJ430-01-094CA,126360.0,137160.0,10800.0,2017-11-08 17:06:00,2017-11-08 20:06:00,0,1
Plane1_2BJ430-01-507YA,66600.0,91800.0,25200.0,2017-11-08 00:30:00,2017-11-08 07:30:00,0,1
Plane1_2BJ430-01-521YA,17640.0,42840.0,25200.0,2017-11-07 10:54:00,2017-11-07 17:54:00,0,1
Plane1_2BJ430-01-522Y,50400.0,64800.0,14400.0,2017-11-07 20:00:00,2017-11-08 00:00:00,0,1
Plane1_2BJ430-01-540WA,0.0,3600.0,3600.0,2017-11-07 06:00:00,2017-11-07 07:00:00,0,1
Plane1_2BJ430-01-541WA,3600.0,5760.0,2160.0,2017-11-07 07:00:00,2017-11-07 07:36:00,0,1
Plane1_2BJ430-01-601CA,12240.0,17640.0,5400.0,2017-11-07 09:24:00,2017-11-07 10:54:00,0,1
Plane1_2BJ430-01-606U,39600.0,50400.0,10800.0,2017-11-07 17:00:00,2017-11-07 20:00:00,0,1
Plane1_2BJ430-01-609UA,42840.0,60840.0,18000.0,2017-11-07 17:54:00,2017-11-07 22:54:00,0,1
Plane1_2BJ430-01-611YA,60840.0,72000.0,11160.0,2017-11-07 22:54:00,2017-11-08 02:00:00,0,1
Plane1_2BJ430-01-614Y,14400.0,39600.0,25200.0,2017-11-07 10:00:00,2017-11-07 17:00:00,0,1
Plane1_2BJ430-01-615CA,5760.0,12240.0,6480.0,2017-11-07 07:36:00,2017-11-07 09:24:00,0,1
Plane1_2BJ430-01-621WA,10800.0,14400.0,3600.0,2017-11-07 09:00:00,2017-11-07 10:00:00,0,1
Plane1_2BJ430-01-622WA,10800.0,16200.0,5400.0,2017-11-07 09:00:00,2017-11-07 10:30:00,0,1
Plane1_2BJ430-01-625CA,14400.0,22320.0,7920.0,2017-11-07 10:00:00,2017-11-07 12:12:00,0,1
Plane1_2BJ430-01-650CA,0.0,10800.0,10800.0,2017-11-07 06:00:00,2017-11-07 09:00:00,0,1
Plane1_2BJ430-01-652CA,44280.0,47880.0,3600.0,2017-11-07 18:18:00,2017-11-07 19:18:00,0,1
Plane1_2BJ430-01-665UA,91800.0,100080.0,8280.0,2017-11-08 07:30:00,2017-11-08 09:48:00,0,1
Plane1_2BJ430-01-671YA,28800.0,55800.0,27000.0,2017-11-07 14:00:00,2017-11-07 21:30:00,0,1
Plane1_2BJ430-01-674YB,16200.0,41400.0,25200.0,2017-11-07 10:30:00,2017-11-07 17:30:00,0,1
Plane1_2BJ430-01-675CA,100080.0,105480.0,5400.0,2017-11-08 09:48:00,2017-11-08 11:18:00,0,1
Plane1_2BJ430-01-676Y,47880.0,91080.0,43200.0,2017-11-07 19:18:00,2017-11-08 07:18:00,0,1
Plane1_2BJ430-01-684UA,91080.0,109080.0,18000.0,2017-11-08 07:18:00,2017-11-08 12:18:00,0,1
Plane1_2BJ430-01-691C,0.0,10800.0,10800.0,2017-11-07 06:00:00,2017-11-07 09:00:00,0,1
Plane1_2BJ430-01-704UB,2880.0,46080.0,43200.0,2017-11-07 06:48:00,2017-11-07 18:48:00,0,1
Plane1_2BJ430-01-706YB,46080.0,96480.0,50400.0,2017-11-07 18:48:00,2017-11-08 08:48:00,0,1
Plane1_2BJ430-01-710YA,139680.0,154080.0,14400.0,2017-11-08 20:48:00,2017-11-09 00:48:00,0,1
Plane1_2BJ430-01-718YA,163080.0,195480.0,32400.0,2017-11-09 03:18:00,2017-11-09 12:18:00,0,1
Plane1_2BJ430-01-723C,55800.0,66600.0,10800.0,2017-11-07 21:30:00,2017-11-08 00:30:00,0,1
Plane1_2BJ430-01-728C,7200.0,14400.0,7200.0,2017-11-07 08:00:00,2017-11-07 10:00:00,0,1
Plane1_2BJ430-01-730C,3600.0,7200.0,3600.0,2017-11-07 07:00:00,2017-11-07 08:00:00,0,1
Plane1_2BJ430-01-750CA,134280.0,139680.0,5400.0,2017-11-08 19:18:00,2017-11-08 20:48:00,0,1
Plane1_2BJ430-01-752WA,0.0,2880.0,2880.0,2017-11-07 06:00:00,2017-11-07 06:48:00,0,1
Plane1_2BJ430-01-754CA,96480.0,118080.0,21600.0,2017-11-08 08:48:00,2017-11-08 14:48:00,0,1
Plane1_2BJ430-01-756CA,128880.0,134280.0,5400.0,2017-11-08 17:48:00,2017-11-08 19:18:00,0,1
Plane1_2BJ430-01-758CA,139680.0,155880.0,16200.0,2017-11-08 20:48:00,2017-11-09 01:18:00,0,1
Plane1_2BJ430-01-760CA,155880.0,163080.0,7200.0,2017-11-09 01:18:00,2017-11-09 03:18:00,0,1
Plane1_2BJ430-01-821WA,2880.0,6480.0,3600.0,2017-11-07 06:48:00,2017-11-07 07:48:00,0,1
Plane1_2BJ430-01-823CB,75600.0,79560.0,3960.0,2017-11-08 03:00:00,2017-11-08 04:06:00,0,1
Plane1_2BJ430-01-825C,79560.0,93960.0,14400.0,2017-11-08 04:06:00,2017-11-08 08:06:00,0,1
Plane1_2BJ430-01-829CA,99360.0,104760.0,5400.0,2017-11-08 09:36:00,2017-11-08 11:06:00,0,1
Plane1_2BJ430-01-831WA,123120.0,132120.0,9000.0,2017-11-08 16:12:00,2017-11-08 18:42:00,0,1
Plane1_2BJ430-01-833WA,132120.0,139320.0,7200.0,2017-11-08 18:42:00,2017-11-08 20:42:00,0,1
Plane1_2BJ430-01-837W,140760.0,155160.0,14400.0,2017-11-08 21:06:00,2017-11-09 01:06:00,0,1
Plane1_2BJ430-01-839W,155160.0,171360.0,16200.0,2017-11-09 01:06:00,2017-11-09 05:36:00,0,1
Plane1_2BJ430-01-865CA,117720.0,123120.0,5400.0,2017-11-08 14:42:00,2017-11-08 16:12:00,0,1
Plane1_2BJ430-01-904CB,0.0,12600.0,12600.0,2017-11-07 06:00:00,2017-11-07 09:30:00,0,1
Plane1_2BJ430-01-905CB,361439.0,375119.0,13680.0,2017-11-11 10:23:59,2017-11-11 14:11:59,0,1
Plane1_2BJ430-01-931C,142200.0,174600.0,32400.0,2017-11-08 21:30:00,2017-11-09 06:30:00,0,1
Plane1_2BJ430-01-932C,131040.0,163440.0,32400.0,2017-11-08 18:24:00,2017-11-09 03:24:00,0,1
Plane1_2BJ430-01-957CA,391319.0,395639.0,4320.0,2017-11-11 18:41:59,2017-11-11 19:53:59,0,1
Plane1_2BJ430-01-979CB,375119.0,391319.0,16200.0,2017-11-11 14:11:59,2017-11-11 18:41:59,0,1
Plane1_2BJ430-01-980CB,12600.0,28800.0,16200.0,2017-11-07 09:30:00,2017-11-07 14:00:00,0,1
Plane1_2BJ430-02-021C,499680.0,509400.0,9720.0,2017-11-13 00:48:00,2017-11-13 03:30:00,0,1
Plane1_2BJ430-02-025W,509400.0,513000.0,3600.0,2017-11-13 03:30:00,2017-11-13 04:30:00,0,1
Plane1_2BJ430-02-027W,525960.0,533160.0,7200.0,2017-11-13 08:06:00,2017-11-13 10:06:00,0,1
Plane1_2BJ430-02-029W,513000.0,525960.0,12960.0,2017-11-13 04:30:00,2017-11-13 08:06:00,0,1
Plane1_2BJ430-02-031WA,533160.0,537480.0,4320.0,2017-11-13 10:06:00,2017-11-13 11:18:00,0,1
Plane1_2BJ430-02-047C,518040.0,536040.0,18000.0,2017-11-13 05:54:00,2017-11-13 10:54:00,0,1
Plane1_2BJ430-02-048C,518760.0,533160.0,14400.0,2017-11-13 06:06:00,2017-11-13 10:06:00,0,1
Plane1_2BJ430-02-051C,526320.0,594720.0,68400.0,2017-11-13 08:12:00,2017-11-14 03:12:00,0,1
Plane1_2BJ430-02-052C,533160.0,583560.0,50400.0,2017-11-13 10:06:00,2017-11-14 00:06:00,0,1
Plane1_2BJ430-02-053C,585000.0,631800.0,46800.0,2017-11-14 00:30:00,2017-11-14 13:30:00,0,1
Plane1_2BJ430-02-054C,534960.0,580320.0,45360.0,2017-11-13 10:36:00,2017-11-13 23:12:00,0,1
Plane1_2BJ430-02-055C,536040.0,585000.0,48960.0,2017-11-13 10:54:00,2017-11-14 00:30:00,0,1
Plane1_2BJ430-02-056C,583560.0,645839.0,62279.0,2017-11-14 00:06:00,2017-11-14 17:23:59,0,1
Plane1_2BJ430-02-063W,493200.0,505800.0,12600.0,2017-11-12 23:00:00,2017-11-13 02:30:00,0,1
Plane1_2BJ430-02-064W,493200.0,507240.0,14040.0,2017-11-12 23:00:00,2017-11-13 02:54:00,0,1
Plane1_2BJ430-02-091Y,594720.0,646200.0,51480.0,2017-11-14 03:12:00,2017-11-14 17:30:00,0,1
Plane1_2BJ430-02-092Y,831238.0,867238.0,36000.0,2017-11-16 20:53:58,2017-11-17 06:53:58,0,1
Plane1_2BJ430-02-101Y,732957.0,778677.0,45720.0,2017-11-15 17:35:57,2017-11-16 06:17:57,0,1
Plane1_2BJ430-02-103Y,792357.0,800997.0,8640.0,2017-11-16 10:05:57,2017-11-16 12:29:57,0,1
Plane1_2BJ430-02-104Y,689398.0,721798.0,32400.0,2017-11-15 05:29:58,2017-11-15 14:29:58,0,1
Plane1_2BJ430-02-105YA,800997.0,836997.0,36000.0,2017-11-16 12:29:57,2017-11-16 22:29:57,0,1
Plane1_2BJ430-02-106Y,760678.0,789478.0,28800.0,2017-11-16 01:17:58,2017-11-16 09:17:58,0,1
Plane1_2BJ430-02-107Y,836997.0,858597.0,21600.0,2017-11-16 22:29:57,2017-11-17 04:29:57,0,1
Plane1_2BJ430-02-109Y,778677.0,792357.0,13680.0,2017-11-16 06:17:57,2017-11-16 10:05:57,0,1
Plane1_2BJ430-02-111W,875877.0,895317.0,19440.0,2017-11-17 09:17:57,2017-11-17 14:41:57,0,1
Plane1_2BJ430-02-117U,895317.0,916197.0,20880.0,2017-11-17 14:41:57,2017-11-17 20:29:57,0,1
Plane1_2BJ430-02-118C,831238.0,856438.0,25200.0,2017-11-16 20:53:58,2017-11-17 03:53:58,0,1
Plane1_2BJ430-02-1MV2A,660957.0,675357.0,14400.0,2017-11-14 21:35:57,2017-11-15 01:35:57,0,1
Plane1_2BJ430-02-220Y,721798.0,747358.0,25560.0,2017-11-15 14:29:58,2017-11-15 21:35:58,0,1
Plane1_2BJ430-02-222YA,789478.0,831238.0,41760.0,2017-11-16 09:17:58,2017-11-16 20:53:58,0,1
Plane1_2BJ430-02-224Y,747358.0,760678.0,13320.0,2017-11-15 21:35:58,2017-11-16 01:17:58,0,1
Plane1_2BJ430-02-251W,505800.0,507240.0,1440.0,2017-11-13 02:30:00,2017-11-13 02:54:00,0,1
Plane1_2BJ430-02-253C,493200.0,498240.0,5040.0,2017-11-12 23:00:00,2017-11-13 00:24:00,0,1
Plane1_2BJ430-02-304Y,732957.0,757077.0,24120.0,2017-11-15 17:35:57,2017-11-16 00:17:57,0,1
Plane1_2BJ430-02-305Y,696957.0,723597.0,26640.0,2017-11-15 07:35:57,2017-11-15 14:59:57,0,1
Plane1_2BJ430-02-306Y,780117.0,796317.0,16200.0,2017-11-16 06:41:57,2017-11-16 11:11:57,0,1
Plane1_2BJ430-02-307Y,723597.0,766437.0,42840.0,2017-11-15 14:59:57,2017-11-16 02:53:57,0,1
Plane1_2BJ430-02-335U,908280.0,921600.0,13320.0,2017-11-17 18:18:00,2017-11-17 22:00:00,0,1
Plane1_2BJ430-02-352Y,757077.0,780117.0,23040.0,2017-11-16 00:17:57,2017-11-16 06:41:57,0,1
Plane1_2BJ430-02-401C,766437.0,824397.0,57960.0,2017-11-16 02:53:57,2017-11-16 18:59:57,0,1
Plane1_2BJ430-02-402C,796317.0,842757.0,46440.0,2017-11-16 11:11:57,2017-11-17 00:05:57,0,1
Plane1_2BJ430-02-407W,824397.0,867957.0,43560.0,2017-11-16 18:59:57,2017-11-17 07:05:57,0,1
Plane1_2BJ430-02-409W,869400.0,908280.0,38880.0,2017-11-17 07:30:00,2017-11-17 18:18:00,0,1
Plane1_2BJ430-02-524Y,514800.0,529560.0,14760.0,2017-11-13 05:00:00,2017-11-13 09:06:00,0,1
Plane1_2BJ430-02-526Y,529560.0,537840.0,8280.0,2017-11-13 09:06:00,2017-11-13 11:24:00,0,1
Plane1_2BJ430-02-528Y,537840.0,554400.0,16560.0,2017-11-13 11:24:00,2017-11-13 16:00:00,0,1
Plane1_2BJ430-02-605YA,493200.0,518040.0,24840.0,2017-11-12 23:00:00,2017-11-13 05:54:00,0,1
Plane1_2BJ430-02-607YA,518040.0,543240.0,25200.0,2017-11-13 05:54:00,2017-11-13 12:54:00,0,1
Plane1_2BJ430-02-608Y,493200.0,514800.0,21600.0,2017-11-12 23:00:00,2017-11-13 05:00:00,0,1
Plane1_2BJ430-02-613YA,543240.0,559800.0,16560.0,2017-11-13 12:54:00,2017-11-13 17:30:00,0,1
Plane1_2BJ430-02-672C,580320.0,596520.0,16200.0,2017-11-13 23:12:00,2017-11-14 03:42:00,0,1
Plane1_2BJ430-02-673C,517320.0,534960.0,17640.0,2017-11-13 05:42:00,2017-11-13 10:36:00,0,1
Plane1_2BJ430-02-764W,493200.0,499680.0,6480.0,2017-11-12 23:00:00,2017-11-13 00:48:00,0,1
Plane1_2BJ430-02-8A30,604800.0,619919.0,15119.0,2017-11-14 06:00:00,2017-11-14 10:11:59,0,1
Plane1_2BJ430-02-8A38A,493200.0,513000.0,19800.0,2017-11-12 23:00:00,2017-11-13 04:30:00,0,1
Plane1_2BJ430-02-8A43,556560.0,581760.0,25200.0,2017-11-13 16:36:00,2017-11-13 23:36:00,0,1
Plane1_2BJ430-02-8A51,796317.0,828717.0,32400.0,2017-11-16 11:11:57,2017-11-16 20:11:57,0,1
Plane1_2BJ430-02-8A52,836997.0,902517.0,65520.0,2017-11-16 22:29:57,2017-11-17 16:41:57,0,1
Plane1_2BJ430-02-8A53,902517.0,946437.0,43920.0,2017-11-17 16:41:57,2017-11-18 04:53:57,0,1
Plane1_2BJ430-02-8B30,664200.0,675000.0,10800.0,2017-11-14 22:30:00,2017-11-15 01:30:00,0,1
Plane1_2BJ430-02-8B38,907920.0,934920.0,27000.0,2017-11-17 18:12:00,2017-11-18 01:42:00,0,1
Plane1_2BJ430-02-908UA,599040.0,604800.0,5760.0,2017-11-14 04:24:00,2017-11-14 06:00:00,0,1
Plane1_2BJ430-02-909UA,631800.0,644400.0,12600.0,2017-11-14 13:30:00,2017-11-14 17:00:00,0,1
Plane1_2BJ430-02-910UA,583560.0,599040.0,15480.0,2017-11-14 00:06:00,2017-11-14 04:24:00,0,1
Plane1_2BJ430-02-911UA,644400.0,664200.0,19800.0,2017-11-14 17:00:00,2017-11-14 22:30:00,0,1
Plane1_2BJ430-02-912U,648360.0,684360.0,36000.0,2017-11-14 18:06:00,2017-11-15 04:06:00,0,1
Plane1_2BJ430-02-914U,629640.0,648360.0,18720.0,2017-11-14 12:54:00,2017-11-14 18:06:00,0,1
Plane1_2BJ430-02-952C,493200.0,501840.0,8640.0,2017-11-12 23:00:00,2017-11-13 01:24:00,0,1
Plane1_2BJ430-02-953C,493200.0,501840.0,8640.0,2017-11-12 23:00:00,2017-11-13 01:24:00,0,1
Plane1_2BJ430-02-956W,523800.0,556560.0,32760.0,2017-11-13 07:30:00,2017-11-13 16:36:00,0,1
Plane1_2BJ430-02-959W,507240.0,523800.0,16560.0,2017-11-13 02:54:00,2017-11-13 07:30:00,0,1
Plane1_2BJ430-02-974U,648360.0,666360.0,18000.0,2017-11-14 18:06:00,2017-11-14 23:06:00,0,1
Plane1_2BJ430-02-978U,684360.0,711360.0,27000.0,2017-11-15 04:06:00,2017-11-15 11:36:00,0,1
Plane1_2BJ430-02-981YA,493200.0,516960.0,23760.0,2017-11-12 23:00:00,2017-11-13 05:36:00,0,1
Plane1_2BJ430-02-982YA,493200.0,518760.0,25560.0,2017-11-12 23:00:00,2017-11-13 06:06:00,0,1
Plane1_2BJ430-02-983YA,505800.0,519120.0,13320.0,2017-11-13 02:30:00,2017-11-13 06:12:00,0,1
Plane1_2BJ430-02-984YA,507240.0,520560.0,13320.0,2017-11-13 02:54:00,2017-11-13 06:36:00,0,1
Plane1_2BJ430-02-988U,604800.0,629640.0,24840.0,2017-11-14 06:00:00,2017-11-14 12:54:00,0,1
Plane1_2BJ430-02-993U,493200.0,533520.0,40320.0,2017-11-12 23:00:00,2017-11-13 10:12:00,0,1
Plane1_2BJ430-03-045C,858600.0,878760.0,20160.0,2017-11-17 04:30:00,2017-11-17 10:06:00,0,1
Plane1_2BJ430-03-046C,867238.0,881278.0,14040.0,2017-11-17 06:53:58,2017-11-17 10:47:58,0,1
Plane1_2BJ430-03-057C,911520.0,939600.0,28080.0,2017-11-17 19:12:00,2017-11-18 03:00:00,0,1
Plane1_2BJ430-03-058C,911520.0,929160.0,17640.0,2017-11-17 19:12:00,2017-11-18 00:06:00,0,1
Plane1_2BJ430-03-059C,939600.0,959040.0,19440.0,2017-11-18 03:00:00,2017-11-18 08:24:00,0,1
Plane1_2BJ430-03-060C,929160.0,943560.0,14400.0,2017-11-18 00:06:00,2017-11-18 04:06:00,0,1
Plane1_2BJ430-03-061C,959040.0,984960.0,25920.0,2017-11-18 08:24:00,2017-11-18 15:36:00,0,1
Plane1_2BJ430-03-062C,944280.0,961200.0,16920.0,2017-11-18 04:18:00,2017-11-18 09:00:00,0,1
Plane1_2BJ430-03-065W,984960.0,1002600.0,17640.0,2017-11-18 15:36:00,2017-11-18 20:30:00,0,1
Plane1_2BJ430-03-066W,961200.0,964440.0,3240.0,2017-11-18 09:00:00,2017-11-18 09:54:00,0,1
Plane1_2BJ430-03-067W,1002600.0,1032480.0,29880.0,2017-11-18 20:30:00,2017-11-19 04:48:00,0,1
Plane1_2BJ430-03-068W,964440.0,969480.0,5040.0,2017-11-18 09:54:00,2017-11-18 11:18:00,0,1
Plane1_2BJ430-03-069W,1032480.0,1046160.0,13680.0,2017-11-19 04:48:00,2017-11-19 08:36:00,0,1
Plane1_2BJ430-03-070W,1047960.0,1056960.0,9000.0,2017-11-19 09:06:00,2017-11-19 11:36:00,0,1
Plane1_2BJ430-03-072W,1089360.0,1105560.0,16200.0,2017-11-19 20:36:00,2017-11-20 01:06:00,0,1
Plane1_2BJ430-03-074W,1071360.0,1089360.0,18000.0,2017-11-19 15:36:00,2017-11-19 20:36:00,0,1
Plane1_2BJ430-03-076W,1056960.0,1071360.0,14400.0,2017-11-19 11:36:00,2017-11-19 15:36:00,0,1
Plane1_2BJ430-03-078W,1105560.0,1170360.0,64800.0,2017-11-20 01:06:00,2017-11-20 19:06:00,0,1
Plane1_2BJ430-03-110Y,1015560.0,1047960.0,32400.0,2017-11-19 00:06:00,2017-11-19 09:06:00,0,1
Plane1_2BJ430-03-113U,1115280.0,1131840.0,16560.0,2017-11-20 03:48:00,2017-11-20 08:24:00,0,1
Plane1_2BJ430-03-120U,890998.0,908998.0,18000.0,2017-11-17 13:29:58,2017-11-17 18:29:58,0,1
Plane1_2BJ430-03-128U,1089360.0,1117800.0,28440.0,2017-11-19 20:36:00,2017-11-20 04:30:00,0,1
Plane1_2BJ430-03-130U,990360.0,1015560.0,25200.0,2017-11-18 17:06:00,2017-11-19 00:06:00,0,1
Plane1_2BJ430-03-132U,838800.0,856440.0,17640.0,2017-11-16 23:00:00,2017-11-17 03:54:00,0,1
Plane1_2BJ430-03-162U,869758.0,890998.0,21240.0,2017-11-17 07:35:58,2017-11-17 13:29:58,0,1
Plane1_2BJ430-03-168U,1047960.0,1089360.0,41400.0,2017-11-19 09:06:00,2017-11-19 20:36:00,0,1
Plane1_2BJ430-03-169C,1082880.0,1115280.0,32400.0,2017-11-19 18:48:00,2017-11-20 03:48:00,0,1
Plane1_2BJ430-03-170U,1045080.0,1062720.0,17640.0,2017-11-19 08:18:00,2017-11-19 13:12:00,0,1
Plane1_2BJ430-03-171U,858597.0,875877.0,17280.0,2017-11-17 04:29:57,2017-11-17 09:17:57,0,1
Plane1_2BJ430-03-172U,1062720.0,1090800.0,28080.0,2017-11-19 13:12:00,2017-11-19 21:00:00,0,1
Plane1_2BJ430-03-173U,933480.0,983880.0,50400.0,2017-11-18 01:18:00,2017-11-18 15:18:00,0,1
Plane1_2BJ430-03-194U,856438.0,869758.0,13320.0,2017-11-17 03:53:58,2017-11-17 07:35:58,0,1
Plane1_2BJ430-03-1MV3,933480.0,947880.0,14400.0,2017-11-18 01:18:00,2017-11-18 05:18:00,0,1
Plane1_2BJ430-03-204C,908998.0,934198.0,25200.0,2017-11-17 18:29:58,2017-11-18 01:29:58,0,1
Plane1_2BJ430-03-206C,939960.0,950400.0,10440.0,2017-11-18 03:06:00,2017-11-18 06:00:00,0,1
Plane1_2BJ430-03-207W,983880.0,1035360.0,51480.0,2017-11-18 15:18:00,2017-11-19 05:36:00,0,1
Plane1_2BJ430-03-208W,939960.0,990360.0,50400.0,2017-11-18 03:06:00,2017-11-18 17:06:00,0,1
Plane1_2BJ430-03-209W,1035360.0,1082880.0,47520.0,2017-11-19 05:36:00,2017-11-19 18:48:00,0,1
Plane1_2BJ430-03-211C,920160.0,933480.0,13320.0,2017-11-17 21:36:00,2017-11-18 01:18:00,0,1
Plane1_2BJ430-03-212W,900000.0,939960.0,39960.0,2017-11-17 16:00:00,2017-11-18 03:06:00,0,1
Plane1_2BJ430-03-336U,1026360.0,1045080.0,18720.0,2017-11-19 03:06:00,2017-11-19 08:18:00,0,1
Plane1_2BJ430-03-337U,921600.0,933120.0,11520.0,2017-11-17 22:00:00,2017-11-18 01:12:00,0,1
Plane1_2BJ430-03-338U,1090800.0,1132200.0,41400.0,2017-11-19 21:00:00,2017-11-20 08:30:00,0,1
Plane1_2BJ430-03-339U,954360.0,963720.0,9360.0,2017-11-18 07:06:00,2017-11-18 09:42:00,0,1
Plane1_2BJ430-03-341U,963720.0,981720.0,18000.0,2017-11-18 09:42:00,2017-11-18 14:42:00,0,1
Plane1_2BJ430-03-343U,981720.0,986400.0,4680.0,2017-11-18 14:42:00,2017-11-18 16:00:00,0,1
Plane1_2BJ430-03-345U,986400.0,999360.0,12960.0,2017-11-18 16:00:00,2017-11-18 19:36:00,0,1
Plane1_2BJ430-03-347U,933120.0,954360.0,21240.0,2017-11-18 01:12:00,2017-11-18 07:06:00,0,1
Plane1_2BJ430-03-349U,999360.0,1010160.0,10800.0,2017-11-18 19:36:00,2017-11-18 22:36:00,0,1
Plane1_2BJ430-03-369U,1010160.0,1038960.0,28800.0,2017-11-18 22:36:00,2017-11-19 06:36:00,0,1
Plane1_2BJ430-03-408W,950400.0,991800.0,41400.0,2017-11-18 06:00:00,2017-11-18 17:30:00,0,1
Plane1_2BJ430-03-410W,991800.0,1026360.0,34560.0,2017-11-18 17:30:00,2017-11-19 03:06:00,0,1
Plane1_2BJ430-03-552W,838800.0,871200.0,32400.0,2017-11-16 23:00:00,2017-11-17 08:00:00,0,1
Plane1_2BJ430-03-553W,838800.0,862560.0,23760.0,2017-11-16 23:00:00,2017-11-17 05:36:00,0,1
Plane1_2BJ430-03-554W,871200.0,900000.0,28800.0,2017-11-17 08:00:00,2017-11-17 16:00:00,0,1
Plane1_2BJ430-03-555C,862560.0,893160.0,30600.0,2017-11-17 05:36:00,2017-11-17 14:06:00,0,1
Plane1_2BJ430-03-557W,893160.0,911520.0,18360.0,2017-11-17 14:06:00,2017-11-17 19:12:00,0,1
Plane1_2BJ430-03-558W,900000.0,930600.0,30600.0,2017-11-17 16:00:00,2017-11-18 00:30:00,0,1
Plane1_2BJ430-03-559W,977400.0,1001520.0,24120.0,2017-11-18 13:30:00,2017-11-18 20:12:00,0,1
Plane1_2BJ430-03-560W,972360.0,990360.0,18000.0,2017-11-18 12:06:00,2017-11-18 17:06:00,0,1
Plane1_2BJ430-03-624W,838800.0,925200.0,86400.0,2017-11-16 23:00:00,2017-11-17 23:00:00,0,1
Plane1_2BJ430-03-626W,943560.0,972360.0,28800.0,2017-11-18 04:06:00,2017-11-18 12:06:00,0,1
Plane1_2BJ430-03-629W,876600.0,977400.0,100800.0,2017-11-17 09:30:00,2017-11-18 13:30:00,0,1
Plane1_2BJ430-03-630W,972360.0,974160.0,1800.0,2017-11-18 12:06:00,2017-11-18 12:36:00,0,1
Plane1_2BJ430-03-631W,838800.0,876600.0,37800.0,2017-11-16 23:00:00,2017-11-17 09:30:00,0,1
Plane1_2BJ430-03-633W,977400.0,990360.0,12960.0,2017-11-18 13:30:00,2017-11-18 17:06:00,0,1
Plane1_2BJ430-03-680U,925200.0,943200.0,18000.0,2017-11-17 23:00:00,2017-11-18 04:00:00,0,1
Plane1_2BJ430-03-703UA,862200.0,933120.0,70920.0,2017-11-17 05:30:00,2017-11-18 01:12:00,0,1
Plane1_2BJ430-03-766W,838800.0,896760.0,57960.0,2017-11-16 23:00:00,2017-11-17 15:06:00,0,1
Plane1_2BJ430-03-768W,896760.0,920160.0,23400.0,2017-11-17 15:06:00,2017-11-17 21:36:00,0,1
Plane1_2BJ430-03-835W,838800.0,862200.0,23400.0,2017-11-16 23:00:00,2017-11-17 05:30:00,0,1
Plane1_2BJ430-03-8A10A,1026360.0,1041120.0,14760.0,2017-11-19 03:06:00,2017-11-19 07:12:00,0,1
Plane1_2BJ430-03-8A35,1076040.0,1087560.0,11520.0,2017-11-19 16:54:00,2017-11-19 20:06:00,0,1
Plane1_2BJ430-03-8A36,869039.0,942839.0,73800.0,2017-11-17 07:23:59,2017-11-18 03:53:59,0,1
Plane1_2BJ430-03-8A37,942839.0,974159.0,31320.0,2017-11-18 03:53:59,2017-11-18 12:35:59,0,1
Plane1_2BJ430-03-8A47,838800.0,869039.0,30239.0,2017-11-16 23:00:00,2017-11-17 07:23:59,0,1
Plane1_2BJ430-03-8B52,1047960.0,1076040.0,28080.0,2017-11-19 09:06:00,2017-11-19 16:54:00,0,1
Plane1_2BJ430-03-969C,928800.0,944280.0,15480.0,2017-11-18 00:00:00,2017-11-18 04:18:00,0,1
